    1     1   0.0016  -0.0035  -0.0004   116   115   110   29.2   27.5   25.4    99    98    97   2.224     0     0  0
    1     2  -0.0015   0.0015   0.0001   116   116   108   29.2   27.9   24.5    99    98    96   2.212     0     0  0
    1     3  -0.0002  -0.0026  -0.0002   111   117   108   27.1   28.4   24.5    99    98    97   2.204     0     0  0
    1     4  -0.0007   0.0020  -0.0001   114   112   103   28.4   26.2   22.4    99    99    97   2.212     0     0  0
    1     5   0.0001  -0.0047  -0.0002   118   114   106   30.1   27.1   23.6    99    98    96   2.212     0     0  0
    1     6  -0.0017  -0.0001  -0.0001   120   117   107   31.0   28.4   24.1    99    98    97   2.204     0     0  0
    1     7  -0.0021  -0.0026  -0.0008   115   114   103   28.8   27.1   22.4    98    97    96   2.204     0     0  0
    1     8  -0.0006   0.0013  -0.0001   118   118    97   30.1   28.8   19.8    99    99    96   2.212     0     0  0
    1     9   0.0009   0.0002  -0.0002   115   113   102   28.8   26.7   21.9    99    97    95   2.212     0     0  0
    1    10  -0.0011  -0.0001   0.0001   119   111   105   30.5   25.8   23.2    99    98    97   2.209     0     0  0
    1    11   0.0004   0.0016  -0.0002   120   107   104   31.0   24.1   22.8    99    98    95   2.209     0     0  0
    1    12  -0.0003  -0.0001  -0.0002   121   119   104   31.4   29.2   22.8    99    99    95   2.215     0     0  0
    1    13   0.0007   0.0020  -0.0005   120   117   104   31.0   28.4   22.8    99    98    95   2.221     0     0  0
    1    14  -0.0012  -0.0028  -0.0005   121   113   105   31.4   26.7   23.2    99    98    95   2.215     0     0  0
    1    15  -0.0011   0.0018  -0.0001   119   110   105   30.5   25.4   23.2    99    96    96   2.212     0     0  0
    1    16   0.0012  -0.0037  -0.0004   114   114   107   28.4   27.1   24.1    98    98    96   2.209     0     0  0
    1    17   0.0004   0.0025   0.0001   119   112   110   30.5   26.2   25.4    99    97    97   2.215     0     0  0
    1    18   0.0019  -0.0044  -0.0006   119   113   103   30.5   26.7   22.4    99    98    95   2.209     0     0  0
    1    19  -0.0031   0.0029   0.0000   117   115   105   29.7   27.5   23.2    99    98    96   2.207     0     0  0
    1    20  -0.0009  -0.0019  -0.0001   120   113   107   31.0   26.7   24.1    99    98    96   2.204     0     0  0
    1    21  -0.0007   0.0016  -0.0002   119   118   112   30.5   28.8   26.2    99    99    97   2.207     0     0  0
    1    22   0.0002   0.0013   0.0003   117   110   113   29.7   25.4   26.7    98    97    98   2.209     0     0  0
    1    23  -0.0011   0.0018   0.0001   118   118   110   30.1   28.8   25.4    99    98    97   2.207     0     0  0
    1    24  -0.0002   0.0011  -0.0001   122   115   110   31.8   27.5   25.4    99    98    97   2.209     0     0  0
    1    25   0.0001  -0.0012  -0.0003   122   115   114   31.8   27.5   27.1    99    97    98   2.218     0     0  0
    1    26   0.0007   0.0034  -0.0002   120   120   114   31.0   29.7   27.1    99    99    97   2.215     0     0  0
    1    27   0.0002  -0.0028  -0.0004   114   117   114   28.4   28.4   27.1    98    98    97   2.201     0     0  0
    1    28  -0.0023   0.0029   0.0002   115   120   112   28.8   29.7   26.2    99    99    98   2.212     0     0  0
    1    29  -0.0005  -0.0012  -0.0003   117   113   115   29.7   26.7   27.5    98    98    98   2.212     0     0  0
    1    30   0.0002   0.0000   0.0000   120   115   115   31.0   27.5   27.5    99    98    98   2.209     0     0  0
    1    31   0.0016   0.0028   0.0001   117   118   118   29.7   28.8   28.8    98    98    98   2.207     0     0  0
    1    32   0.0010  -0.0005  -0.0002   123   119   118   32.3   29.2   28.8    99    97    98   2.204     0     0  0
    1    33  -0.0011   0.0018   0.0002   125   120   115   33.1   29.7   27.5    99    97    98   2.212     0     0  0
    1    34  -0.0001   0.0034   0.0001   121   120   117   31.4   29.7   28.4    99    96    98   2.209     0     0  0
    1    35   0.0012   0.0007  -0.0001   122   121   114   31.8   30.1   27.1    99    99    98   2.201     0     0  0
    1    36   0.0000  -0.0030  -0.0002   128   117   114   34.4   28.4   27.1    99    97    98   2.215     0     0  0
    1    37   0.0005   0.0000  -0.0001   123   117   116   32.3   28.4   27.9    99    97    97   2.218     0     0  0
    1    38  -0.0030   0.0052   0.0005   122   113   116   31.8   26.7   27.9    99    97    98   2.201     0     0  0
    1    39  -0.0019   0.0018   0.0001   123   117   115   32.3   28.4   27.5    99    98    98   2.207     0     0  0
    1    40  -0.0035   0.0027   0.0006   120   116   115   31.0   27.9   27.5    99    96    97   2.209     0     0  0
    1    41   0.0010  -0.0014  -0.0007   121   113   117   31.4   26.7   28.4    99    97    98   2.215     0     0  0
    1    42   0.0010   0.0000   0.0001   125   112   116   33.1   26.2   27.9    99    93    99   2.198     0     0  0
    1    43  -0.0015   0.0029   0.0003   125   113   114   33.1   26.7   27.1    99    97    98   2.207     0     0  0
    1    44  -0.0016   0.0045   0.0000   122   115   117   31.8   27.5   28.4    98    98    98   2.215     0     0  0
    1    45   0.0000   0.0023   0.0001   121   113   118   31.4   26.7   28.8    99    98    99   2.212     0     0  0
    1    46   0.0003  -0.0049   0.0003   125   112   115   33.1   26.2   27.5    99    94    98   2.212     0     0  0
    1    47   0.0000   0.0023   0.0000   120   116   119   31.0   27.9   29.2    99    98    98   2.204     0     0  0
    1    48  -0.0003   0.0009   0.0000   126   114   111   33.5   27.1   25.8    99    98    98   2.209     0     0  0
    1    49   0.0009   0.0016  -0.0003   128   110   113   34.4   25.4   26.7    99    98    97   2.212     0     0  0
    1    50   0.0009  -0.0042  -0.0004   126   109   111   33.5   24.9   25.8    99    95    97   2.207     0     0  0
    1    51  -0.0013   0.0050   0.0005   123   110   112   32.3   25.4   26.2    99    97    98   2.207     0     0  0
    1    52  -0.0004   0.0029  -0.0002   129   113   109   34.8   26.7   24.9    99    98    97   2.218     0     0  0
    1    53   0.0037   0.0009  -0.0009   133   114   117   36.5   27.1   28.4    99    98    97   2.215     0     0  0
    1    54   0.0027  -0.0021  -0.0012   128   104   117   34.4   22.8   28.4    99    95    98   2.204     0     0  0
    1    55  -0.0041   0.0066   0.0004   127   109   117   34.0   24.9   28.4    98    97    97   2.209     0     0  0
    1    56   0.0028  -0.0002  -0.0005   129   112   116   34.8   26.2   27.9    99    98    98   2.204     0     0  0
    1    57   0.0012   0.0011  -0.0006   130   110   115   35.3   25.4   27.5    99    98    98   2.209     0     0  0
    1    58   0.0013   0.0009  -0.0003   128   117   116   34.4   28.4   27.9    99    97    98   2.212     0     0  0
